A,A_wells,A_area,B,B_wells,B_area,inter_km2,pct_of_smaller,pct_of_larger,jaccard
TAQA North Ltd.,898,443236.8,Journey Energy Inc.,408,156544.0,156171.6,99.76,35.23,35.2
Cenovus Energy Inc.,5874,530534.1,Gear Energy Ltd.,677,155908.7,155908.7,100.0,29.39,29.39
Canadian Natural Resources Limited,20769,554574.5,Gear Energy Ltd.,677,155908.7,155908.7,100.0,28.11,28.11
West Lake Energy Corp.,1130,344640.8,Gear Energy Ltd.,677,155908.7,155908.7,100.0,45.24,45.24
ConocoPhillips Canada Resources Corp.,924,472212.7,Gear Energy Ltd.,677,155908.7,155908.7,100.0,33.02,33.02
Surge Energy Inc.,1509,268684.9,Gran Tierra Canada Ltd.,426,192549.8,155893.9,80.96,58.02,51.06
Prairie Provident Resources Canada Ltd.,977,403193.9,Gear Energy Ltd.,677,155908.7,155613.0,99.81,38.6,38.57
Baytex Energy Ltd.,999,327003.4,Gear Energy Ltd.,677,155908.7,155612.7,99.81,47.59,47.54
Surge Energy Inc.,1509,268684.9,Ovintiv Canada ULC,276,195983.6,155513.0,79.35,57.88,50.3
Journey Energy Inc.,408,156544.0,Tourmaline Oil Corp.,1331,374838.5,155281.3,99.19,41.43,41.29
Strathcona Resources Ltd.,739,328898.8,Gear Energy Ltd.,677,155908.7,155252.5,99.58,47.2,47.11
Journey Energy Inc.,408,156544.0,Long Run Exploration Ltd.,1077,351216.8,155196.8,99.14,44.19,44.02
Harvest Operations Corp.,2067,394311.8,Gear Energy Ltd.,677,155908.7,155160.6,99.52,39.35,39.28
Tourmaline Oil Corp.,1331,374838.5,Gear Energy Ltd.,677,155908.7,154985.2,99.41,41.35,41.25
Cardinal Energy Ltd.,844,283267.6,Pine Cliff Energy Ltd.,1526,167838.9,154769.0,92.21,54.64,52.23
Lexin Resources Ltd.,852,334562.2,Ovintiv Canada ULC,276,195983.6,154742.7,78.96,46.25,41.18
Journey Energy Inc.,408,156544.0,Harvest Operations Corp.,2067,394311.8,154731.1,98.84,39.24,39.06
TAQA North Ltd.,898,443236.8,Gear Energy Ltd.,677,155908.7,154727.4,99.24,34.91,34.82
Journey Energy Inc.,408,156544.0,Imperial Oil Resources Limited,1699,479238.5,154541.6,98.72,32.25,32.11
Paramount Resources Ltd.,1961,420095.3,Gear Energy Ltd.,677,155908.7,154445.2,99.06,36.76,36.64
Journey Energy Inc.,408,156544.0,AlphaBow Energy Ltd.,1490,281555.9,154393.5,98.63,54.84,54.42
Canadian Oil & Gas International Inc.,454,344600.4,Gear Energy Ltd.,677,155908.7,154387.2,99.02,44.8,44.6
Pine Cliff Energy Ltd.,1526,167838.9,Manitok Energy Inc.,482,332570.5,154323.1,91.95,46.4,44.59
Veren Inc.,664,274382.3,Questfire Energy Corp.,673,223552.9,154213.4,68.98,56.2,44.87
Spoke Resources Ltd.,547,216872.9,Saturn Oil & Gas Inc.,554,282073.0,153566.3,70.81,54.44,44.46
West Lake Energy Corp.,1130,344640.8,Ovintiv Canada ULC,276,195983.6,153179.1,78.16,44.45,39.54
NuVista Energy Ltd.,507,255357.2,Questfire Energy Corp.,673,223552.9,152750.5,68.33,59.82,46.83
Ember Resources Inc.,1051,162498.1,Tamarack Valley Energy Ltd.,634,286414.6,152653.7,93.94,53.3,51.53
Spoke Resources Ltd.,547,216872.9,Canadian Oil & Gas International Inc.,454,344600.4,152071.4,70.12,44.13,37.14
Imperial Oil Resources Limited,1699,479238.5,Gear Energy Ltd.,677,155908.7,151853.2,97.4,31.69,31.42
Journey Energy Inc.,408,156544.0,Tamarack Valley Energy Ltd.,634,286414.6,151841.1,97.0,53.01,52.16
Strathcona Resources Ltd.,739,328898.8,Ember Resources Inc.,1051,162498.1,151540.2,93.26,46.08,44.59
Journey Energy Inc.,408,156544.0,Canlin Energy Corporation,1376,356522.5,151483.0,96.77,42.49,41.89
Tourmaline Oil Corp.,1331,374838.5,Pine Cliff Energy Ltd.,1526,167838.9,151399.8,90.21,40.39,38.69
Suncor Energy Inc.,2060,255998.9,CNOOC Petroleum North America ULC,627,277977.6,150502.5,58.79,54.14,39.25
Gear Energy Ltd.,677,155908.7,Manitok Energy Inc.,482,332570.5,150070.9,96.26,45.12,44.35
Surge Energy Inc.,1509,268684.9,Pine Cliff Energy Ltd.,1526,167838.9,149992.9,89.37,55.82,52.35
Gran Tierra Canada Ltd.,426,192549.8,Obsidian Energy Ltd.,1729,323028.8,149978.9,77.89,46.43,41.02
Journey Energy Inc.,408,156544.0,ConocoPhillips Canada Resources Corp.,924,472212.7,149973.7,95.8,31.76,31.32
Saturn Oil & Gas Inc.,554,282073.0,Gear Energy Ltd.,677,155908.7,149914.9,96.16,53.15,52.04
Canadian Natural Resources Limited,20769,554574.5,Spartan Delta Corp.,446,150254.0,149726.3,99.65,27.0,26.97
Journey Energy Inc.,408,156544.0,SanLing Energy Ltd.,1105,388237.4,149620.8,95.58,38.54,37.86
Suncor Energy Inc.,2060,255998.9,Whitecap Resources Inc.,613,295046.7,149556.3,58.42,50.69,37.25
Obsidian Energy Ltd.,1729,323028.8,Gear Energy Ltd.,677,155908.7,149523.7,95.9,46.29,45.39
Journey Energy Inc.,408,156544.0,Paramount Resources Ltd.,1961,420095.3,149460.6,95.48,35.58,34.99
Prairie Provident Resources Canada Ltd.,977,403193.9,Spartan Delta Corp.,446,150254.0,149445.0,99.46,37.07,36.99
Cenovus Energy Inc.,5874,530534.1,Spartan Delta Corp.,446,150254.0,149367.0,99.41,28.15,28.11
Houston Oil & Gas Ltd.,757,201799.0,Saturn Oil & Gas Inc.,554,282073.0,148997.4,73.83,52.82,44.49
Tamarack Valley Energy Ltd.,634,286414.6,Gear Energy Ltd.,677,155908.7,148904.8,95.51,51.99,50.75
Pine Cliff Energy Ltd.,1526,167838.9,Questfire Energy Corp.,673,223552.9,148502.4,88.48,66.43,61.14
Questfire Energy Corp.,673,223552.9,Gear Energy Ltd.,677,155908.7,148417.0,95.19,66.39,64.24
Obsidian Energy Ltd.,1729,323028.8,Ember Resources Inc.,1051,162498.1,148281.7,91.25,45.9,43.97
Journey Energy Inc.,408,156544.0,Prairie Provident Resources Canada Ltd.,977,403193.9,148237.1,94.69,36.77,36.02
Tamarack Valley Energy Ltd.,634,286414.6,Pine Cliff Energy Ltd.,1526,167838.9,148016.9,88.19,51.68,48.33
Ember Resources Inc.,1051,162498.1,Cardinal Energy Ltd.,844,283267.6,147941.6,91.04,52.23,49.67
Questfire Energy Corp.,673,223552.9,Sequoia Resources Corp.,816,236179.8,147854.6,66.14,62.6,47.41
SanLing Energy Ltd.,1105,388237.4,Pine Cliff Energy Ltd.,1526,167838.9,147360.7,87.8,37.96,36.05
Journey Energy Inc.,408,156544.0,Houston Oil & Gas Ltd.,757,201799.0,147162.3,94.01,72.93,69.69
Strathcona Resources Ltd.,739,328898.8,Houston Oil & Gas Ltd.,757,201799.0,147030.6,72.86,44.7,38.32
CNOOC Petroleum North America ULC,627,277977.6,Pine Cliff Energy Ltd.,1526,167838.9,146903.2,87.53,52.85,49.15
NuVista Energy Ltd.,507,255357.2,Sequoia Resources Corp.,816,236179.8,146801.5,62.16,57.49,42.58
Baytex Energy Ltd.,999,327003.4,Pine Cliff Energy Ltd.,1526,167838.9,146799.8,87.46,44.89,42.18
Questfire Energy Corp.,673,223552.9,Ovintiv Canada ULC,276,195983.6,146636.2,74.82,65.59,53.73
Journey Energy Inc.,408,156544.0,Cardinal Energy Ltd.,844,283267.6,146634.6,93.67,51.77,50.02
SanLing Energy Ltd.,1105,388237.4,Spartan Delta Corp.,446,150254.0,146484.2,97.49,37.73,37.37
Suncor Energy Inc.,2060,255998.9,Long Run Exploration Ltd.,1077,351216.8,146460.0,57.21,41.7,31.79
Gran Tierra Canada Ltd.,426,192549.8,Veren Inc.,664,274382.3,146278.3,75.97,53.31,45.62
ConocoPhillips Canada Resources Corp.,924,472212.7,Pine Cliff Energy Ltd.,1526,167838.9,146143.8,87.07,30.95,29.59
Journey Energy Inc.,408,156544.0,CNOOC Petroleum North America ULC,627,277977.6,146002.6,93.27,52.52,50.6
AlphaBow Energy Ltd.,1490,281555.9,Gear Energy Ltd.,677,155908.7,145967.7,93.62,51.84,50.08
Ipc Canada Ltd.,1777,256449.7,Pine Cliff Energy Ltd.,1526,167838.9,145810.3,86.88,56.86,52.36
Blue Sky Resources Ltd.,983,376771.1,Gear Energy Ltd.,677,155908.7,145765.8,93.49,38.69,37.67
Pine Cliff Energy Ltd.,1526,167838.9,Canadian Oil & Gas International Inc.,454,344600.4,145460.0,86.67,42.21,39.64
Long Run Exploration Ltd.,1077,351216.8,Pine Cliff Energy Ltd.,1526,167838.9,145410.0,86.64,41.4,38.92
Long Run Exploration Ltd.,1077,351216.8,Spartan Delta Corp.,446,150254.0,144945.1,96.47,41.27,40.65
AlphaBow Energy Ltd.,1490,281555.9,Spartan Delta Corp.,446,150254.0,144824.2,96.39,51.44,50.46
Imperial Oil Resources Limited,1699,479238.5,Pine Cliff Energy Ltd.,1526,167838.9,144720.4,86.23,30.2,28.81
Cardinal Energy Ltd.,844,283267.6,Gear Energy Ltd.,677,155908.7,144663.3,92.79,51.07,49.12
CNOOC Petroleum North America ULC,627,277977.6,Sinopec Canada Energy Ltd.,429,242470.3,144391.9,59.55,51.94,38.4
TAQA North Ltd.,898,443236.8,Spartan Delta Corp.,446,150254.0,144207.2,95.98,32.54,32.1
Spartan Delta Corp.,446,150254.0,Manitok Energy Inc.,482,332570.5,144179.6,95.96,43.35,42.58
Sinopec Canada Energy Ltd.,429,242470.3,AlphaBow Energy Ltd.,1490,281555.9,144138.6,59.45,51.19,37.94
West Lake Energy Corp.,1130,344640.8,Pine Cliff Energy Ltd.,1526,167838.9,143764.2,85.66,41.71,38.99
Gran Tierra Canada Ltd.,426,192549.8,Ember Resources Inc.,1051,162498.1,143649.0,88.4,74.6,67.95
Spoke Resources Ltd.,547,216872.9,Cardinal Energy Ltd.,844,283267.6,143608.0,66.22,50.7,40.28
Journey Energy Inc.,408,156544.0,Manitok Energy Inc.,482,332570.5,143468.1,91.65,43.14,41.51
Harvest Operations Corp.,2067,394311.8,Spartan Delta Corp.,446,150254.0,143281.8,95.36,36.34,35.71
Veren Inc.,664,274382.3,Gear Energy Ltd.,677,155908.7,143182.8,91.84,52.18,49.87
Journey Energy Inc.,408,156544.0,Whitecap Resources Inc.,613,295046.7,143173.4,91.46,48.53,46.42
CNOOC Petroleum North America ULC,627,277977.6,Gear Energy Ltd.,677,155908.7,143024.4,91.74,51.45,49.17
Gran Tierra Canada Ltd.,426,192549.8,Houston Oil & Gas Ltd.,757,201799.0,142798.0,74.16,70.76,56.77
Journey Energy Inc.,408,156544.0,Vermilion Energy Inc.,321,323169.2,142751.9,91.19,44.17,42.36
Journey Energy Inc.,408,156544.0,Blue Sky Resources Ltd.,983,376771.1,142404.0,90.97,37.8,36.43
Journey Energy Inc.,408,156544.0,Canadian Oil & Gas International Inc.,454,344600.4,142386.6,90.96,41.32,39.69
Ember Resources Inc.,1051,162498.1,Sinopec Canada Energy Ltd.,429,242470.3,142164.6,87.49,58.63,54.1
Surge Energy Inc.,1509,268684.9,Gear Energy Ltd.,677,155908.7,141919.1,91.03,52.82,50.21
Cardinal Energy Ltd.,844,283267.6,Spartan Delta Corp.,446,150254.0,141368.8,94.09,49.91,48.39
Pine Cliff Energy Ltd.,1526,167838.9,Saturn Oil & Gas Inc.,554,282073.0,141309.9,84.19,50.1,45.79
Canlin Energy Corporation,1376,356522.5,Pine Cliff Energy Ltd.,1526,167838.9,141247.2,84.16,39.62,36.87
Suncor Energy Inc.,2060,255998.9,Vermilion Energy Inc.,321,323169.2,140561.4,54.91,43.49,32.05
Ember Resources Inc.,1051,162498.1,Houston Oil & Gas Ltd.,757,201799.0,140486.8,86.45,69.62,62.77
Surge Energy Inc.,1509,268684.9,Spoke Resources Ltd.,547,216872.9,140461.6,64.77,52.28,40.7
Canlin Energy Corporation,1376,356522.5,Spartan Delta Corp.,446,150254.0,140331.8,93.4,39.36,38.3
Ovintiv Canada ULC,276,195983.6,Saturn Oil & Gas Inc.,554,282073.0,140250.5,71.56,49.72,41.52
Strathcona Resources Ltd.,739,328898.8,Ovintiv Canada ULC,276,195983.6,140229.8,71.55,42.64,36.46
Baytex Energy Ltd.,999,327003.4,Journey Energy Inc.,408,156544.0,140016.4,89.44,42.82,40.76
Paramount Resources Ltd.,1961,420095.3,Pine Cliff Energy Ltd.,1526,167838.9,139962.7,83.39,33.32,31.24
Whitecap Resources Inc.,613,295046.7,Gear Energy Ltd.,677,155908.7,139780.6,89.66,47.38,44.92
Suncor Energy Inc.,2060,255998.9,Canlin Energy Corporation,1376,356522.5,139745.4,54.59,39.2,29.56
Tamarack Valley Energy Ltd.,634,286414.6,Spartan Delta Corp.,446,150254.0,139222.7,92.66,48.61,46.81
Tourmaline Oil Corp.,1331,374838.5,Spartan Delta Corp.,446,150254.0,139028.6,92.53,37.09,36.01
Blue Sky Resources Ltd.,983,376771.1,Pine Cliff Energy Ltd.,1526,167838.9,138998.9,82.82,36.89,34.27
Suncor Energy Inc.,2060,255998.9,AlphaBow Energy Ltd.,1490,281555.9,138864.7,54.24,49.32,34.83
SanLing Energy Ltd.,1105,388237.4,Gear Energy Ltd.,677,155908.7,138635.5,88.92,35.71,34.19
Surge Energy Inc.,1509,268684.9,Spartan Delta Corp.,446,150254.0,138606.4,92.25,51.59,49.44
Long Run Exploration Ltd.,1077,351216.8,Gear Energy Ltd.,677,155908.7,138283.6,88.7,39.37,37.49
Obsidian Energy Ltd.,1729,323028.8,Houston Oil & Gas Ltd.,757,201799.0,138269.1,68.52,42.8,35.77
Ember Resources Inc.,1051,162498.1,Saturn Oil & Gas Inc.,554,282073.0,137729.5,84.76,48.83,44.89
Journey Energy Inc.,408,156544.0,Ovintiv Canada ULC,276,195983.6,137603.6,87.9,70.21,64.02
Imperial Oil Resources Limited,1699,479238.5,Spartan Delta Corp.,446,150254.0,137023.7,91.19,28.59,27.82
Questfire Energy Corp.,673,223552.9,Spartan Delta Corp.,446,150254.0,136707.7,90.98,61.15,57.66
Canlin Energy Corporation,1376,356522.5,Gear Energy Ltd.,677,155908.7,136664.3,87.66,38.33,36.37
Gran Tierra Canada Ltd.,426,192549.8,Saturn Oil & Gas Inc.,554,282073.0,136495.5,70.89,48.39,40.37
Ember Resources Inc.,1051,162498.1,Veren Inc.,664,274382.3,136461.5,83.98,49.73,45.42
NuVista Energy Ltd.,507,255357.2,Ipc Canada Ltd.,1777,256449.7,136195.4,53.34,53.11,36.26
Gran Tierra Canada Ltd.,426,192549.8,Spoke Resources Ltd.,547,216872.9,136194.4,70.73,62.8,49.85
Suncor Energy Inc.,2060,255998.9,Cardinal Energy Ltd.,844,283267.6,135975.6,53.12,48.0,33.72
Canadian Oil & Gas International Inc.,454,344600.4,Spartan Delta Corp.,446,150254.0,135486.2,90.17,39.32,37.7
Pine Cliff Energy Ltd.,1526,167838.9,Spartan Delta Corp.,446,150254.0,135247.6,90.01,80.58,73.97
Surge Energy Inc.,1509,268684.9,Journey Energy Inc.,408,156544.0,134106.6,85.67,49.91,46.07
Houston Oil & Gas Ltd.,757,201799.0,Sinopec Canada Energy Ltd.,429,242470.3,133643.8,66.23,55.12,43.02
Gran Tierra Canada Ltd.,426,192549.8,Ovintiv Canada ULC,276,195983.6,133098.5,69.12,67.91,52.11
Sinopec Canada Energy Ltd.,429,242470.3,Questfire Energy Corp.,673,223552.9,132445.2,59.25,54.62,39.7
CNOOC Petroleum North America ULC,627,277977.6,Spartan Delta Corp.,446,150254.0,132192.8,87.98,47.56,44.65
Blue Sky Resources Ltd.,983,376771.1,Spartan Delta Corp.,446,150254.0,132132.4,87.94,35.07,33.46
Gran Tierra Canada Ltd.,426,192549.8,AlphaBow Energy Ltd.,1490,281555.9,131829.5,68.47,46.82,38.52
Baytex Energy Ltd.,999,327003.4,Spartan Delta Corp.,446,150254.0,131767.5,87.7,40.3,38.14
Spoke Resources Ltd.,547,216872.9,Sequoia Resources Corp.,816,236179.8,131502.7,60.64,55.68,40.9
Ipc Canada Ltd.,1777,256449.7,Sinopec Canada Energy Ltd.,429,242470.3,131293.6,54.15,51.2,35.71
ConocoPhillips Canada Resources Corp.,924,472212.7,Spartan Delta Corp.,446,150254.0,131061.7,87.23,27.75,26.67
Canadian Natural Resources Limited,20769,554574.5,Trident Exploration (Alberta) Corp.,826,130806.1,130806.1,100.0,23.59,23.59
TAQA North Ltd.,898,443236.8,Trident Exploration (Alberta) Corp.,826,130806.1,130806.1,100.0,29.51,29.51
Prairie Provident Resources Canada Ltd.,977,403193.9,Trident Exploration (Alberta) Corp.,826,130806.1,130806.1,100.0,32.44,32.44
Trident Exploration (Alberta) Corp.,826,130806.1,Tamarack Valley Energy Ltd.,634,286414.6,130798.2,99.99,45.67,45.67
Obsidian Energy Ltd.,1729,323028.8,Ovintiv Canada ULC,276,195983.6,130702.9,66.69,40.46,33.66
Canlin Energy Corporation,1376,356522.5,Trident Exploration (Alberta) Corp.,826,130806.1,130613.6,99.85,36.64,36.62
Sequoia Resources Corp.,816,236179.8,Gear Energy Ltd.,677,155908.7,130301.1,83.58,55.17,49.77
Harvest Operations Corp.,2067,394311.8,Trident Exploration (Alberta) Corp.,826,130806.1,130246.0,99.57,33.03,32.98
SanLing Energy Ltd.,1105,388237.4,Trident Exploration (Alberta) Corp.,826,130806.1,129984.6,99.37,33.48,33.41
Gran Tierra Canada Ltd.,426,192549.8,CNOOC Petroleum North America ULC,627,277977.6,129464.5,67.24,46.57,37.96
Paramount Resources Ltd.,1961,420095.3,Spartan Delta Corp.,446,150254.0,129037.8,85.88,30.72,29.24
Journey Energy Inc.,408,156544.0,Questfire Energy Corp.,673,223552.9,128606.7,82.15,57.53,51.14
Vermilion Energy Inc.,321,323169.2,Gear Energy Ltd.,677,155908.7,128241.6,82.25,39.68,36.55
Journey Energy Inc.,408,156544.0,Lexin Resources Ltd.,852,334562.2,128223.5,81.91,38.33,35.33
Ember Resources Inc.,1051,162498.1,AlphaBow Energy Ltd.,1490,281555.9,127121.5,78.23,45.15,40.11
Ipc Canada Ltd.,1777,256449.7,Spartan Delta Corp.,446,150254.0,126999.5,84.52,49.52,45.4
Surge Energy Inc.,1509,268684.9,Suncor Energy Inc.,2060,255998.9,126921.8,49.58,47.24,31.91
Cenovus Energy Inc.,5874,530534.1,Trident Exploration (Alberta) Corp.,826,130806.1,126673.9,96.84,23.88,23.69
Imperial Oil Resources Limited,1699,479238.5,Trident Exploration (Alberta) Corp.,826,130806.1,126040.9,96.36,26.3,26.04
Sinopec Canada Energy Ltd.,429,242470.3,Ovintiv Canada ULC,276,195983.6,125799.2,64.19,51.88,40.24
Spoke Resources Ltd.,547,216872.9,Tamarack Valley Energy Ltd.,634,286414.6,125708.0,57.96,43.89,33.29
Ember Resources Inc.,1051,162498.1,Questfire Energy Corp.,673,223552.9,125581.6,77.28,56.18,48.21
Houston Oil & Gas Ltd.,757,201799.0,Veren Inc.,664,274382.3,125360.6,62.12,45.69,35.73
Trident Exploration (Alberta) Corp.,826,130806.1,AlphaBow Energy Ltd.,1490,281555.9,124962.5,95.53,44.38,43.48
Paramount Resources Ltd.,1961,420095.3,Trident Exploration (Alberta) Corp.,826,130806.1,124902.2,95.49,29.73,29.32
Journey Energy Inc.,408,156544.0,West Lake Energy Corp.,1130,344640.8,124763.2,79.7,36.2,33.14
Ember Resources Inc.,1051,162498.1,CNOOC Petroleum North America ULC,627,277977.6,124558.5,76.65,44.81,39.43
Gran Tierra Canada Ltd.,426,192549.8,Journey Energy Inc.,408,156544.0,124481.4,79.52,64.65,55.42
Trident Exploration (Alberta) Corp.,826,130806.1,Ovintiv Canada ULC,276,195983.6,124474.0,95.16,63.51,61.52
ConocoPhillips Canada Resources Corp.,924,472212.7,Trident Exploration (Alberta) Corp.,826,130806.1,123923.9,94.74,26.24,25.87
Whitecap Resources Inc.,613,295046.7,Pine Cliff Energy Ltd.,1526,167838.9,123164.7,73.38,41.74,36.25
Whitecap Resources Inc.,613,295046.7,Trident Exploration (Alberta) Corp.,826,130806.1,122765.7,93.85,41.61,40.51
Ember Resources Inc.,1051,162498.1,Ovintiv Canada ULC,276,195983.6,122580.6,75.44,62.55,51.96
NuVista Energy Ltd.,507,255357.2,Gear Energy Ltd.,677,155908.7,122570.2,78.62,48.0,42.46
Journey Energy Inc.,408,156544.0,NuVista Energy Ltd.,507,255357.2,122521.1,78.27,47.98,42.34
Trident Exploration (Alberta) Corp.,826,130806.1,Canadian Oil & Gas International Inc.,454,344600.4,122263.5,93.47,35.48,34.62
Long Run Exploration Ltd.,1077,351216.8,Trident Exploration (Alberta) Corp.,826,130806.1,122020.3,93.28,34.74,33.89
Vermilion Energy Inc.,321,323169.2,Trident Exploration (Alberta) Corp.,826,130806.1,121895.1,93.19,37.72,36.71
Spartan Delta Corp.,446,150254.0,Saturn Oil & Gas Inc.,554,282073.0,121087.0,80.59,42.93,38.9
Trident Exploration (Alberta) Corp.,826,130806.1,Tourmaline Oil Corp.,1331,374838.5,120015.6,91.75,32.02,31.12
Whitecap Resources Inc.,613,295046.7,Spartan Delta Corp.,446,150254.0,119814.5,79.74,40.61,36.81
Baytex Energy Ltd.,999,327003.4,Trident Exploration (Alberta) Corp.,826,130806.1,119737.0,91.54,36.62,35.42
Lexin Resources Ltd.,852,334562.2,Gear Energy Ltd.,677,155908.7,119607.9,76.72,35.75,32.25
West Lake Energy Corp.,1130,344640.8,Spartan Delta Corp.,446,150254.0,119445.4,79.5,34.66,31.81
Veren Inc.,664,274382.3,Ovintiv Canada ULC,276,195983.6,119134.4,60.79,43.42,33.92
CNOOC Petroleum North America ULC,627,277977.6,Trident Exploration (Alberta) Corp.,826,130806.1,118969.9,90.95,42.8,41.05
Ipc Canada Ltd.,1777,256449.7,Gear Energy Ltd.,677,155908.7,118782.1,76.19,46.32,40.46
Sinopec Canada Energy Ltd.,429,242470.3,Gear Energy Ltd.,677,155908.7,118755.1,76.17,48.98,42.47
Houston Oil & Gas Ltd.,757,201799.0,Sequoia Resources Corp.,816,236179.8,118736.2,58.84,50.27,37.19
Journey Energy Inc.,408,156544.0,Saturn Oil & Gas Inc.,554,282073.0,118236.6,75.53,41.92,36.91
Ipc Canada Ltd.,1777,256449.7,Houston Oil & Gas Ltd.,757,201799.0,118097.6,58.52,46.05,34.72
Suncor Energy Inc.,2060,255998.9,Questfire Energy Corp.,673,223552.9,117742.3,52.67,45.99,32.54
Trident Exploration (Alberta) Corp.,826,130806.1,Manitok Energy Inc.,482,332570.5,117496.4,89.82,35.33,33.97
Suncor Energy Inc.,2060,255998.9,Sinopec Canada Energy Ltd.,429,242470.3,116879.7,48.2,45.66,30.63
Houston Oil & Gas Ltd.,757,201799.0,Trident Exploration (Alberta) Corp.,826,130806.1,116595.5,89.14,57.78,53.98
Suncor Energy Inc.,2060,255998.9,Tamarack Valley Energy Ltd.,634,286414.6,116034.2,45.33,40.51,27.21
Strathcona Resources Ltd.,739,328898.8,Pine Cliff Energy Ltd.,1526,167838.9,115962.8,69.09,35.26,30.45
Spartan Delta Corp.,446,150254.0,Ovintiv Canada ULC,276,195983.6,115469.2,76.85,58.92,50.04
Lexin Resources Ltd.,852,334562.2,Trident Exploration (Alberta) Corp.,826,130806.1,114410.6,87.47,34.2,32.6
Ember Resources Inc.,1051,162498.1,Sequoia Resources Corp.,816,236179.8,114117.0,70.23,48.32,40.1
Gran Tierra Canada Ltd.,426,192549.8,Questfire Energy Corp.,673,223552.9,113862.7,59.13,50.93,37.67
Gran Tierra Canada Ltd.,426,192549.8,Sequoia Resources Corp.,816,236179.8,113539.4,58.97,48.07,36.02
Obsidian Energy Ltd.,1729,323028.8,Pine Cliff Energy Ltd.,1526,167838.9,113289.7,67.5,35.07,30.0
Cenovus Energy Inc.,5874,530534.1,InPlay Oil Corp.,306,113272.0,113272.0,100.0,21.35,21.35
Canadian Natural Resources Limited,20769,554574.5,InPlay Oil Corp.,306,113272.0,113272.0,100.0,20.43,20.43
Surge Energy Inc.,1509,268684.9,InPlay Oil Corp.,306,113272.0,113258.9,99.99,42.15,42.15
Houston Oil & Gas Ltd.,757,201799.0,Spartan Delta Corp.,446,150254.0,113127.1,75.29,56.06,47.35
Long Run Exploration Ltd.,1077,351216.8,InPlay Oil Corp.,306,113272.0,113127.0,99.87,32.21,32.2
West Lake Energy Corp.,1130,344640.8,InPlay Oil Corp.,306,113272.0,113114.7,99.86,32.82,32.81
TAQA North Ltd.,898,443236.8,InPlay Oil Corp.,306,113272.0,113109.4,99.86,25.52,25.51
Baytex Energy Ltd.,999,327003.4,InPlay Oil Corp.,306,113272.0,112943.2,99.71,34.54,34.5
InPlay Oil Corp.,306,113272.0,Manitok Energy Inc.,482,332570.5,112851.4,99.63,33.93,33.89
Canlin Energy Corporation,1376,356522.5,InPlay Oil Corp.,306,113272.0,112823.3,99.6,31.65,31.61
InPlay Oil Corp.,306,113272.0,Cardinal Energy Ltd.,844,283267.6,112766.0,99.55,39.81,39.74
Cenovus Energy Inc.,5874,530534.1,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,21.25,21.25
Canadian Natural Resources Limited,20769,554574.5,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,20.33,20.33
TAQA North Ltd.,898,443236.8,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,25.44,25.44
Whitecap Resources Inc.,613,295046.7,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,38.21,38.21
Blue Sky Resources Ltd.,983,376771.1,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,29.93,29.93
Vermilion Energy Inc.,321,323169.2,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,34.89,34.89
Canlin Energy Corporation,1376,356522.5,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,31.63,31.63
Imperial Oil Resources Limited,1699,479238.5,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,23.53,23.53
Long Run Exploration Ltd.,1077,351216.8,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,32.1,32.1
SanLing Energy Ltd.,1105,388237.4,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,29.04,29.04
ConocoPhillips Canada Resources Corp.,924,472212.7,Bonterra Energy Corp.,716,112752.0,112752.0,100.0,23.88,23.88
Bonterra Energy Corp.,716,112752.0,Tamarack Valley Energy Ltd.,634,286414.6,112752.0,100.0,39.37,39.37
Bonterra Energy Corp.,716,112752.0,Tourmaline Oil Corp.,1331,374838.5,112752.0,100.0,30.08,30.08
Bonterra Energy Corp.,716,112752.0,Manitok Energy Inc.,482,332570.5,112752.0,100.0,33.9,33.9
Bonterra Energy Corp.,716,112752.0,Canadian Oil & Gas International Inc.,454,344600.4,112727.3,99.98,32.71,32.71
Paramount Resources Ltd.,1961,420095.3,Bonterra Energy Corp.,716,112752.0,112721.9,99.97,26.83,26.83
Harvest Operations Corp.,2067,394311.8,InPlay Oil Corp.,306,113272.0,112710.2,99.5,28.58,28.54
InPlay Oil Corp.,306,113272.0,SanLing Energy Ltd.,1105,388237.4,112641.0,99.44,29.01,28.97
Trident Exploration (Alberta) Corp.,826,130806.1,Cardinal Energy Ltd.,844,283267.6,112621.7,86.1,39.76,37.36
West Lake Energy Corp.,1130,344640.8,Bonterra Energy Corp.,716,112752.0,112610.6,99.87,32.67,32.66
InPlay Oil Corp.,306,113272.0,Tamarack Valley Energy Ltd.,634,286414.6,112587.7,99.4,39.31,39.22
Prairie Provident Resources Canada Ltd.,977,403193.9,Bonterra Energy Corp.,716,112752.0,112418.4,99.7,27.88,27.86
InPlay Oil Corp.,306,113272.0,ConocoPhillips Canada Resources Corp.,924,472212.7,112225.2,99.08,23.77,23.71
